Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;FLC005__Bodenflaeche__qkm
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2018;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;;Insgesamt;357581,54
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-1;Siedlung;33433,07
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-11;Wohnbaufläche;13824,40
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-12;Industrie- und Gewerbefläche;6210,52
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-121;Industrie und Gewerbe;3836,32
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-13;Halde;152,99
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-14;Bergbaubetrieb;11,27
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-15;Tagebau, Grube, Steinbruch;1494,58
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-16;Fläche gemischter Nutzung;4401,83
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-17;Fläche besonderer funktionaler Prägung;1724,81
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-18;Sport-, Freizeit- und Erholungsfläche;5223,92
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-184;Grünanlage;3129,68
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-19;Friedhof;388,73
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-2;Verkehr;18055,66
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-21;Straßenverkehr;9415,43
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-22;Weg;6728,00
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-23;Platz;349,47
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-24;Bahnverkehr;1163,60
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-25;Flugverkehr;374,55
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-26;Schiffsverkehr;24,61
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-3;Vegetation;297897,17
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-31;Landwirtschaft;181279,92
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-32;Wald;106587,79
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-33;Gehölz;4239,02
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-34;Heide;685,33
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-35;Moor;802,21
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-36;Sumpf;380,45
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-37;Unland, Vegetationslose Fläche;3922,46
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-4;Gewässer;8194,75
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-41;Fließgewässer;3624,00
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-42;Hafenbecken;73,82
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-43;Stehendes Gewässer;4161,19
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-44;Meer;335,75
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2019;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;;Insgesamt;357580,65
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-1;Siedlung;33616,33
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-11;Wohnbaufläche;13938,67
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-12;Industrie- und Gewerbefläche;6244,21
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-121;Industrie und Gewerbe;3838,90
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-13;Halde;150,64
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-14;Bergbaubetrieb;11,06
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-15;Tagebau, Grube, Steinbruch;1485,88
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-16;Fläche gemischter Nutzung;4403,69
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-17;Fläche besonderer funktionaler Prägung;1725,26
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-18;Sport-, Freizeit- und Erholungsfläche;5267,75
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-184;Grünanlage;3156,41
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-19;Friedhof;389,14
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-2;Verkehr;18076,19
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-21;Straßenverkehr;9407,01
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-22;Weg;6763,30
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-23;Platz;349,37
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-24;Bahnverkehr;1156,76
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-25;Flugverkehr;376,55
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-26;Schiffsverkehr;23,20
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-3;Vegetation;297700,20
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-31;Landwirtschaft;180934,42
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-32;Wald;106666,00
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-33;Gehölz;4293,13
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-34;Heide;714,51
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-35;Moor;798,74
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-36;Sumpf;385,21
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-37;Unland, Vegetationslose Fläche;3908,18
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-4;Gewässer;8194,44
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-41;Fließgewässer;3613,45
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-42;Hafenbecken;74,17
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-43;Stehendes Gewässer;4170,49
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-44;Meer;336,33
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2020;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;;Insgesamt;357587,16
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-1;Siedlung;33708,92
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-11;Wohnbaufläche;14052,76
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-12;Industrie- und Gewerbefläche;6278,69
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-121;Industrie und Gewerbe;3837,68
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-13;Halde;142,48
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-14;Bergbaubetrieb;10,19
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-15;Tagebau, Grube, Steinbruch;1396,96
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-16;Fläche gemischter Nutzung;4403,61
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-17;Fläche besonderer funktionaler Prägung;1726,77
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-18;Sport-, Freizeit- und Erholungsfläche;5308,67
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-184;Grünanlage;3190,95
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-19;Friedhof;388,78
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-2;Verkehr;18104,21
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-21;Straßenverkehr;9395,91
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-22;Weg;6813,29
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-23;Platz;351,39
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-24;Bahnverkehr;1149,70
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-25;Flugverkehr;371,52
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-26;Schiffsverkehr;22,39
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-3;Vegetation;297578,08
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-31;Landwirtschaft;180589,88
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-32;Wald;106698,94
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-33;Gehölz;4407,97
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-34;Heide;744,49
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-35;Moor;801,30
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-36;Sumpf;392,59
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-37;Unland, Vegetationslose Fläche;3942,91
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-4;Gewässer;8200,67
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-41;Fließgewässer;3610,65
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-42;Hafenbecken;73,90
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-43;Stehendes Gewässer;4180,22
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;ADVN09-44;Meer;335,90
33111;Flächenerhebung nach Art der tatsächlichen Nutzung;STAG;Stichtag;31.12.2021;DINSG;Deutschland insgesamt;DG;Deutschland;ADV09A;Nutzungsarten;;Insgesamt;357591,89
